geo_point_2d;geo_shape;nom_dept;nom_com;insee_com;nom_station;code_station;typologie;influence;nom_poll;id_poll_ue;valeur;unite;metrique;date_debut;date_fin;statut_valid;code_epci
47.9102490000001,1.873344;"{""coordinates"": [1.873344, 47.9102490000001], ""type"": ""Point""}";Loiret;Saint-Jean-de-la-Ruelle;45285;St-Jean-de-la-Ruelle;FR34067;Urbaine;Fond;NO;38;1.4;µg/m3;horaire;2023-08-17T19:00:00+02:00;2023-08-17T19:59:59+02:00;1;244500468
47.9102490000001,1.873344;"{""coordinates"": [1.873344, 47.9102490000001], ""type"": ""Point""}";Loiret;Saint-Jean-de-la-Ruelle;45285;St-Jean-de-la-Ruelle;FR34067;Urbaine;Fond;NO;38;1.4;µg/m3;horaire;2023-08-17T06:00:00+02:00;2023-08-17T06:59:59+02:00;1;244500468
47.9102490000001,1.873344;"{""coordinates"": [1.873344, 47.9102490000001], ""type"": ""Point""}";Loiret;Saint-Jean-de-la-Ruelle;45285;St-Jean-de-la-Ruelle;FR34067;Urbaine;Fond;NO;38;1.4;µg/m3;horaire;2023-08-17T16:00:00+02:00;2023-08-17T16:59:59+02:00;1;244500468
47.9102490000001,1.873344;"{""coordinates"": [1.873344, 47.9102490000001], ""type"": ""Point""}";Loiret;Saint-Jean-de-la-Ruelle;45285;St-Jean-de-la-Ruelle;FR34067;Urbaine;Fond;NO;38;1.4;µg/m3;horaire;2023-08-18T01:00:00+02:00;2023-08-18T01:59:59+02:00;1;244500468
47.9102490000001,1.873344;"{""coordinates"": [1.873344, 47.9102490000001], ""type"": ""Point""}";Loiret;Saint-Jean-de-la-Ruelle;45285;St-Jean-de-la-Ruelle;FR34067;Urbaine;Fond;NO;38;1.4;µg/m3;horaire;2023-08-15T14:00:00+02:00;2023-08-15T14:59:59+02:00;1;244500468
47.9102490000001,1.873344;"{""coordinates"": [1.873344, 47.9102490000001], ""type"": ""Point""}";Loiret;Saint-Jean-de-la-Ruelle;45285;St-Jean-de-la-Ruelle;FR34067;Urbaine;Fond;NO;38;1.4;µg/m3;horaire;2023-08-16T14:00:00+02:00;2023-08-16T14:59:59+02:00;1;244500468
47.9102490000001,1.873344;"{""coordinates"": [1.873344, 47.9102490000001], ""type"": ""Point""}";Loiret;Saint-Jean-de-la-Ruelle;45285;St-Jean-de-la-Ruelle;FR34067;Urbaine;Fond;NO;38;1.5;µg/m3;horaire;2023-08-17T14:00:00+02:00;2023-08-17T14:59:59+02:00;1;244500468
47.9102490000001,1.873344;"{""coordinates"": [1.873344, 47.9102490000001], ""type"": ""Point""}";Loiret;Saint-Jean-de-la-Ruelle;45285;St-Jean-de-la-Ruelle;FR34067;Urbaine;Fond;NO;38;1.9;µg/m3;horaire;2023-08-15T22:00:00+02:00;2023-08-15T22:59:59+02:00;1;244500468
47.9102490000001,1.873344;"{""coordinates"": [1.873344, 47.9102490000001], ""type"": ""Point""}";Loiret;Saint-Jean-de-la-Ruelle;45285;St-Jean-de-la-Ruelle;FR34067;Urbaine;Fond;NO;38;2.0;µg/m3;horaire;2023-08-17T08:00:00+02:00;2023-08-17T08:59:59+02:00;1;244500468
47.9102490000001,1.873344;"{""coordinates"": [1.873344, 47.9102490000001], ""type"": ""Point""}";Loiret;Saint-Jean-de-la-Ruelle;45285;St-Jean-de-la-Ruelle;FR34067;Urbaine;Fond;NO;38;2.1;µg/m3;horaire;2023-08-16T01:00:00+02:00;2023-08-16T01:59:59+02:00;1;244500468
47.9102490000001,1.873344;"{""coordinates"": [1.873344, 47.9102490000001], ""type"": ""Point""}";Loiret;Saint-Jean-de-la-Ruelle;45285;St-Jean-de-la-Ruelle;FR34067;Urbaine;Fond;NO;38;2.2;µg/m3;horaire;2023-08-18T09:00:00+02:00;2023-08-18T09:59:59+02:00;1;244500468
47.837765,1.944658;"{""coordinates"": [1.944658, 47.837765], ""type"": ""Point""}";Loiret;Orléans;45234;La_Source-CNRS;FR34029;Urbaine;Fond;NO;38;0.0;µg/m3;horaire;2023-08-18T12:00:00+02:00;2023-08-18T12:59:59+02:00;0;244500468
47.9102490000001,1.873344;"{""coordinates"": [1.873344, 47.9102490000001], ""type"": ""Point""}";Loiret;Saint-Jean-de-la-Ruelle;45285;St-Jean-de-la-Ruelle;FR34067;Urbaine;Fond;NO;38;2.3;µg/m3;horaire;2023-08-16T09:00:00+02:00;2023-08-16T09:59:59+02:00;1;244500468
47.837765,1.944658;"{""coordinates"": [1.944658, 47.837765], ""type"": ""Point""}";Loiret;Orléans;45234;La_Source-CNRS;FR34029;Urbaine;Fond;NO;38;0.0;µg/m3;horaire;2023-08-17T20:00:00+02:00;2023-08-17T20:59:59+02:00;1;244500468
47.9102490000001,1.873344;"{""coordinates"": [1.873344, 47.9102490000001], ""type"": ""Point""}";Loiret;Saint-Jean-de-la-Ruelle;45285;St-Jean-de-la-Ruelle;FR34067;Urbaine;Fond;NO;38;3.3;µg/m3;horaire;2023-08-16T00:00:00+02:00;2023-08-16T00:59:59+02:00;1;244500468
47.837765,1.944658;"{""coordinates"": [1.944658, 47.837765], ""type"": ""Point""}";Loiret;Orléans;45234;La_Source-CNRS;FR34029;Urbaine;Fond;NO;38;0.1;µg/m3;horaire;2023-08-16T21:00:00+02:00;2023-08-16T21:59:59+02:00;1;244500468
47.9102490000001,1.873344;"{""coordinates"": [1.873344, 47.9102490000001], ""type"": ""Point""}";Loiret;Saint-Jean-de-la-Ruelle;45285;St-Jean-de-la-Ruelle;FR34067;Urbaine;Fond;PM10;5;6.8;µg/m3;horaire;2023-08-15T16:00:00+02:00;2023-08-15T16:59:59+02:00;1;244500468
47.837765,1.944658;"{""coordinates"": [1.944658, 47.837765], ""type"": ""Point""}";Loiret;Orléans;45234;La_Source-CNRS;FR34029;Urbaine;Fond;NO;38;0.2;µg/m3;horaire;2023-08-15T07:00:00+02:00;2023-08-15T07:59:59+02:00;1;244500468
47.9102490000001,1.873344;"{""coordinates"": [1.873344, 47.9102490000001], ""type"": ""Point""}";Loiret;Saint-Jean-de-la-Ruelle;45285;St-Jean-de-la-Ruelle;FR34067;Urbaine;Fond;PM10;5;6.9;µg/m3;horaire;2023-08-15T19:00:00+02:00;2023-08-15T19:59:59+02:00;1;244500468
47.837765,1.944658;"{""coordinates"": [1.944658, 47.837765], ""type"": ""Point""}";Loiret;Orléans;45234;La_Source-CNRS;FR34029;Urbaine;Fond;NO;38;0.2;µg/m3;horaire;2023-08-16T20:00:00+02:00;2023-08-16T20:59:59+02:00;1;244500468
47.9102490000001,1.873344;"{""coordinates"": [1.873344, 47.9102490000001], ""type"": ""Point""}";Loiret;Saint-Jean-de-la-Ruelle;45285;St-Jean-de-la-Ruelle;FR34067;Urbaine;Fond;PM10;5;7.0;µg/m3;horaire;2023-08-15T17:00:00+02:00;2023-08-15T17:59:59+02:00;1;244500468
47.837765,1.944658;"{""coordinates"": [1.944658, 47.837765], ""type"": ""Point""}";Loiret;Orléans;45234;La_Source-CNRS;FR34029;Urbaine;Fond;NO;38;0.2;µg/m3;horaire;2023-08-18T01:00:00+02:00;2023-08-18T01:59:59+02:00;1;244500468
47.9102490000001,1.873344;"{""coordinates"": [1.873344, 47.9102490000001], ""type"": ""Point""}";Loiret;Saint-Jean-de-la-Ruelle;45285;St-Jean-de-la-Ruelle;FR34067;Urbaine;Fond;PM10;5;7.1;µg/m3;horaire;2023-08-15T20:00:00+02:00;2023-08-15T20:59:59+02:00;1;244500468
47.837765,1.944658;"{""coordinates"": [1.944658, 47.837765], ""type"": ""Point""}";Loiret;Orléans;45234;La_Source-CNRS;FR34029;Urbaine;Fond;NO;38;0.2;µg/m3;horaire;2023-08-16T18:00:00+02:00;2023-08-16T18:59:59+02:00;1;244500468
47.9102490000001,1.873344;"{""coordinates"": [1.873344, 47.9102490000001], ""type"": ""Point""}";Loiret;Saint-Jean-de-la-Ruelle;45285;St-Jean-de-la-Ruelle;FR34067;Urbaine;Fond;PM10;5;8.4;µg/m3;horaire;2023-08-16T04:00:00+02:00;2023-08-16T04:59:59+02:00;1;244500468
47.837765,1.944658;"{""coordinates"": [1.944658, 47.837765], ""type"": ""Point""}";Loiret;Orléans;45234;La_Source-CNRS;FR34029;Urbaine;Fond;NO;38;0.2;µg/m3;horaire;2023-08-15T22:00:00+02:00;2023-08-15T22:59:59+02:00;1;244500468
47.9102490000001,1.873344;"{""coordinates"": [1.873344, 47.9102490000001], ""type"": ""Point""}";Loiret;Saint-Jean-de-la-Ruelle;45285;St-Jean-de-la-Ruelle;FR34067;Urbaine;Fond;PM10;5;9.0;µg/m3;horaire;2023-08-16T12:00:00+02:00;2023-08-16T12:59:59+02:00;1;244500468
47.837765,1.944658;"{""coordinates"": [1.944658, 47.837765], ""type"": ""Point""}";Loiret;Orléans;45234;La_Source-CNRS;FR34029;Urbaine;Fond;NO;38;0.2;µg/m3;horaire;2023-08-16T15:00:00+02:00;2023-08-16T15:59:59+02:00;1;244500468
47.9102490000001,1.873344;"{""coordinates"": [1.873344, 47.9102490000001], ""type"": ""Point""}";Loiret;Saint-Jean-de-la-Ruelle;45285;St-Jean-de-la-Ruelle;FR34067;Urbaine;Fond;PM10;5;9.1;µg/m3;horaire;2023-08-16T05:00:00+02:00;2023-08-16T05:59:59+02:00;1;244500468
47.837765,1.944658;"{""coordinates"": [1.944658, 47.837765], ""type"": ""Point""}";Loiret;Orléans;45234;La_Source-CNRS;FR34029;Urbaine;Fond;NO;38;0.2;µg/m3;horaire;2023-08-16T19:00:00+02:00;2023-08-16T19:59:59+02:00;1;244500468
47.9102490000001,1.873344;"{""coordinates"": [1.873344, 47.9102490000001], ""type"": ""Point""}";Loiret;Saint-Jean-de-la-Ruelle;45285;St-Jean-de-la-Ruelle;FR34067;Urbaine;Fond;PM10;5;9.8;µg/m3;horaire;2023-08-16T07:00:00+02:00;2023-08-16T07:59:59+02:00;1;244500468
47.837765,1.944658;"{""coordinates"": [1.944658, 47.837765], ""type"": ""Point""}";Loiret;Orléans;45234;La_Source-CNRS;FR34029;Urbaine;Fond;NO;38;0.2;µg/m3;horaire;2023-08-15T09:00:00+02:00;2023-08-15T09:59:59+02:00;1;244500468
47.9102490000001,1.873344;"{""coordinates"": [1.873344, 47.9102490000001], ""type"": ""Point""}";Loiret;Saint-Jean-de-la-Ruelle;45285;St-Jean-de-la-Ruelle;FR34067;Urbaine;Fond;PM10;5;10.0;µg/m3;horaire;2023-08-16T10:00:00+02:00;2023-08-16T10:59:59+02:00;1;244500468
47.837765,1.944658;"{""coordinates"": [1.944658, 47.837765], ""type"": ""Point""}";Loiret;Orléans;45234;La_Source-CNRS;FR34029;Urbaine;Fond;NO;38;0.2;µg/m3;horaire;2023-08-15T14:00:00+02:00;2023-08-15T14:59:59+02:00;1;244500468
47.9102490000001,1.873344;"{""coordinates"": [1.873344, 47.9102490000001], ""type"": ""Point""}";Loiret;Saint-Jean-de-la-Ruelle;45285;St-Jean-de-la-Ruelle;FR34067;Urbaine;Fond;PM10;5;10.1;µg/m3;horaire;2023-08-17T02:00:00+02:00;2023-08-17T02:59:59+02:00;1;244500468
47.837765,1.944658;"{""coordinates"": [1.944658, 47.837765], ""type"": ""Point""}";Loiret;Orléans;45234;La_Source-CNRS;FR34029;Urbaine;Fond;NO;38;0.2;µg/m3;horaire;2023-08-17T03:00:00+02:00;2023-08-17T03:59:59+02:00;1;244500468
47.9102490000001,1.873344;"{""coordinates"": [1.873344, 47.9102490000001], ""type"": ""Point""}";Loiret;Saint-Jean-de-la-Ruelle;45285;St-Jean-de-la-Ruelle;FR34067;Urbaine;Fond;PM10;5;10.2;µg/m3;horaire;2023-08-16T16:00:00+02:00;2023-08-16T16:59:59+02:00;1;244500468
47.837765,1.944658;"{""coordinates"": [1.944658, 47.837765], ""type"": ""Point""}";Loiret;Orléans;45234;La_Source-CNRS;FR34029;Urbaine;Fond;NO;38;0.2;µg/m3;horaire;2023-08-15T01:00:00+02:00;2023-08-15T01:59:59+02:00;1;244500468
47.9102490000001,1.873344;"{""coordinates"": [1.873344, 47.9102490000001], ""type"": ""Point""}";Loiret;Saint-Jean-de-la-Ruelle;45285;St-Jean-de-la-Ruelle;FR34067;Urbaine;Fond;PM10;5;10.4;µg/m3;horaire;2023-08-15T04:00:00+02:00;2023-08-15T04:59:59+02:00;1;244500468
47.837765,1.944658;"{""coordinates"": [1.944658, 47.837765], ""type"": ""Point""}";Loiret;Orléans;45234;La_Source-CNRS;FR34029;Urbaine;Fond;NO;38;0.3;µg/m3;horaire;2023-08-15T00:00:00+02:00;2023-08-15T00:59:59+02:00;1;244500468
47.9102490000001,1.873344;"{""coordinates"": [1.873344, 47.9102490000001], ""type"": ""Point""}";Loiret;Saint-Jean-de-la-Ruelle;45285;St-Jean-de-la-Ruelle;FR34067;Urbaine;Fond;PM10;5;10.5;µg/m3;horaire;2023-08-15T09:00:00+02:00;2023-08-15T09:59:59+02:00;1;244500468
47.837765,1.944658;"{""coordinates"": [1.944658, 47.837765], ""type"": ""Point""}";Loiret;Orléans;45234;La_Source-CNRS;FR34029;Urbaine;Fond;NO;38;0.3;µg/m3;horaire;2023-08-16T23:00:00+02:00;2023-08-16T23:59:59+02:00;1;244500468
47.9102490000001,1.873344;"{""coordinates"": [1.873344, 47.9102490000001], ""type"": ""Point""}";Loiret;Saint-Jean-de-la-Ruelle;45285;St-Jean-de-la-Ruelle;FR34067;Urbaine;Fond;PM10;5;10.6;µg/m3;horaire;2023-08-16T15:00:00+02:00;2023-08-16T15:59:59+02:00;1;244500468
47.837765,1.944658;"{""coordinates"": [1.944658, 47.837765], ""type"": ""Point""}";Loiret;Orléans;45234;La_Source-CNRS;FR34029;Urbaine;Fond;NO;38;0.3;µg/m3;horaire;2023-08-17T05:00:00+02:00;2023-08-17T05:59:59+02:00;1;244500468
47.9102490000001,1.873344;"{""coordinates"": [1.873344, 47.9102490000001], ""type"": ""Point""}";Loiret;Saint-Jean-de-la-Ruelle;45285;St-Jean-de-la-Ruelle;FR34067;Urbaine;Fond;PM10;5;10.7;µg/m3;horaire;2023-08-16T20:00:00+02:00;2023-08-16T20:59:59+02:00;1;244500468
47.837765,1.944658;"{""coordinates"": [1.944658, 47.837765], ""type"": ""Point""}";Loiret;Orléans;45234;La_Source-CNRS;FR34029;Urbaine;Fond;NO;38;0.3;µg/m3;horaire;2023-08-14T23:00:00+02:00;2023-08-14T23:59:59+02:00;1;244500468
47.9102490000001,1.873344;"{""coordinates"": [1.873344, 47.9102490000001], ""type"": ""Point""}";Loiret;Saint-Jean-de-la-Ruelle;45285;St-Jean-de-la-Ruelle;FR34067;Urbaine;Fond;PM10;5;10.7;µg/m3;horaire;2023-08-15T01:00:00+02:00;2023-08-15T01:59:59+02:00;1;244500468
47.837765,1.944658;"{""coordinates"": [1.944658, 47.837765], ""type"": ""Point""}";Loiret;Orléans;45234;La_Source-CNRS;FR34029;Urbaine;Fond;NO;38;0.3;µg/m3;horaire;2023-08-17T04:00:00+02:00;2023-08-17T04:59:59+02:00;1;244500468
47.9102490000001,1.873344;"{""coordinates"": [1.873344, 47.9102490000001], ""type"": ""Point""}";Loiret;Saint-Jean-de-la-Ruelle;45285;St-Jean-de-la-Ruelle;FR34067;Urbaine;Fond;PM10;5;10.8;µg/m3;horaire;2023-08-16T21:00:00+02:00;2023-08-16T21:59:59+02:00;1;244500468
47.837765,1.944658;"{""coordinates"": [1.944658, 47.837765], ""type"": ""Point""}";Loiret;Orléans;45234;La_Source-CNRS;FR34029;Urbaine;Fond;NO;38;0.4;µg/m3;horaire;2023-08-16T04:00:00+02:00;2023-08-16T04:59:59+02:00;1;244500468
47.9102490000001,1.873344;"{""coordinates"": [1.873344, 47.9102490000001], ""type"": ""Point""}";Loiret;Saint-Jean-de-la-Ruelle;45285;St-Jean-de-la-Ruelle;FR34067;Urbaine;Fond;PM10;5;11.7;µg/m3;horaire;2023-08-16T22:00:00+02:00;2023-08-16T22:59:59+02:00;1;244500468
47.837765,1.944658;"{""coordinates"": [1.944658, 47.837765], ""type"": ""Point""}";Loiret;Orléans;45234;La_Source-CNRS;FR34029;Urbaine;Fond;NO;38;0.4;µg/m3;horaire;2023-08-16T05:00:00+02:00;2023-08-16T05:59:59+02:00;1;244500468
47.9102490000001,1.873344;"{""coordinates"": [1.873344, 47.9102490000001], ""type"": ""Point""}";Loiret;Saint-Jean-de-la-Ruelle;45285;St-Jean-de-la-Ruelle;FR34067;Urbaine;Fond;PM10;5;12.3;µg/m3;horaire;2023-08-17T12:00:00+02:00;2023-08-17T12:59:59+02:00;1;244500468
47.837765,1.944658;"{""coordinates"": [1.944658, 47.837765], ""type"": ""Point""}";Loiret;Orléans;45234;La_Source-CNRS;FR34029;Urbaine;Fond;NO;38;0.5;µg/m3;horaire;2023-08-15T11:00:00+02:00;2023-08-15T11:59:59+02:00;1;244500468
47.9102490000001,1.873344;"{""coordinates"": [1.873344, 47.9102490000001], ""type"": ""Point""}";Loiret;Saint-Jean-de-la-Ruelle;45285;St-Jean-de-la-Ruelle;FR34067;Urbaine;Fond;PM10;5;12.6;µg/m3;horaire;2023-08-18T03:00:00+02:00;2023-08-18T03:59:59+02:00;1;244500468
47.837765,1.944658;"{""coordinates"": [1.944658, 47.837765], ""type"": ""Point""}";Loiret;Orléans;45234;La_Source-CNRS;FR34029;Urbaine;Fond;NO;38;0.5;µg/m3;horaire;2023-08-15T12:00:00+02:00;2023-08-15T12:59:59+02:00;1;244500468
47.9102490000001,1.873344;"{""coordinates"": [1.873344, 47.9102490000001], ""type"": ""Point""}";Loiret;Saint-Jean-de-la-Ruelle;45285;St-Jean-de-la-Ruelle;FR34067;Urbaine;Fond;PM10;5;12.9;µg/m3;horaire;2023-08-18T06:00:00+02:00;2023-08-18T06:59:59+02:00;1;244500468
47.837765,1.944658;"{""coordinates"": [1.944658, 47.837765], ""type"": ""Point""}";Loiret;Orléans;45234;La_Source-CNRS;FR34029;Urbaine;Fond;NO;38;0.5;µg/m3;horaire;2023-08-15T16:00:00+02:00;2023-08-15T16:59:59+02:00;1;244500468
47.9102490000001,1.873344;"{""coordinates"": [1.873344, 47.9102490000001], ""type"": ""Point""}";Loiret;Saint-Jean-de-la-Ruelle;45285;St-Jean-de-la-Ruelle;FR34067;Urbaine;Fond;PM10;5;13.4;µg/m3;horaire;2023-08-17T15:00:00+02:00;2023-08-17T15:59:59+02:00;1;244500468
47.837765,1.944658;"{""coordinates"": [1.944658, 47.837765], ""type"": ""Point""}";Loiret;Orléans;45234;La_Source-CNRS;FR34029;Urbaine;Fond;NO;38;0.5;µg/m3;horaire;2023-08-16T03:00:00+02:00;2023-08-16T03:59:59+02:00;1;244500468
47.9102490000001,1.873344;"{""coordinates"": [1.873344, 47.9102490000001], ""type"": ""Point""}";Loiret;Saint-Jean-de-la-Ruelle;45285;St-Jean-de-la-Ruelle;FR34067;Urbaine;Fond;PM10;5;14.1;µg/m3;horaire;2023-08-17T22:00:00+02:00;2023-08-17T22:59:59+02:00;1;244500468
47.837765,1.944658;"{""coordinates"": [1.944658, 47.837765], ""type"": ""Point""}";Loiret;Orléans;45234;La_Source-CNRS;FR34029;Urbaine;Fond;NO;38;0.6;µg/m3;horaire;2023-08-16T10:00:00+02:00;2023-08-16T10:59:59+02:00;1;244500468
47.9102490000001,1.873344;"{""coordinates"": [1.873344, 47.9102490000001], ""type"": ""Point""}";Loiret;Saint-Jean-de-la-Ruelle;45285;St-Jean-de-la-Ruelle;FR34067;Urbaine;Fond;PM10;5;15.0;µg/m3;horaire;2023-08-17T20:00:00+02:00;2023-08-17T20:59:59+02:00;1;244500468
47.837765,1.944658;"{""coordinates"": [1.944658, 47.837765], ""type"": ""Point""}";Loiret;Orléans;45234;La_Source-CNRS;FR34029;Urbaine;Fond;NO;38;0.7;µg/m3;horaire;2023-08-18T09:00:00+02:00;2023-08-18T09:59:59+02:00;1;244500468
47.9102490000001,1.873344;"{""coordinates"": [1.873344, 47.9102490000001], ""type"": ""Point""}";Loiret;Saint-Jean-de-la-Ruelle;45285;St-Jean-de-la-Ruelle;FR34067;Urbaine;Fond;PM10;5;16.8;µg/m3;horaire;2023-08-17T07:00:00+02:00;2023-08-17T07:59:59+02:00;1;244500468
47.837765,1.944658;"{""coordinates"": [1.944658, 47.837765], ""type"": ""Point""}";Loiret;Orléans;45234;La_Source-CNRS;FR34029;Urbaine;Fond;NO;38;1.0;µg/m3;horaire;2023-08-16T09:00:00+02:00;2023-08-16T09:59:59+02:00;1;244500468
47.9102490000001,1.873344;"{""coordinates"": [1.873344, 47.9102490000001], ""type"": ""Point""}";Loiret;Saint-Jean-de-la-Ruelle;45285;St-Jean-de-la-Ruelle;FR34067;Urbaine;Fond;PM10;5;16.9;µg/m3;horaire;2023-08-17T14:00:00+02:00;2023-08-17T14:59:59+02:00;1;244500468
47.837765,1.944658;"{""coordinates"": [1.944658, 47.837765], ""type"": ""Point""}";Loiret;Orléans;45234;La_Source-CNRS;FR34029;Urbaine;Fond;NO;38;1.1;µg/m3;horaire;2023-08-16T08:00:00+02:00;2023-08-16T08:59:59+02:00;1;244500468
47.9102490000001,1.873344;"{""coordinates"": [1.873344, 47.9102490000001], ""type"": ""Point""}";Loiret;Saint-Jean-de-la-Ruelle;45285;St-Jean-de-la-Ruelle;FR34067;Urbaine;Fond;PM2.5;6001;4.1;µg/m3;horaire;2023-08-15T19:00:00+02:00;2023-08-15T19:59:59+02:00;1;244500468
47.837765,1.944658;"{""coordinates"": [1.944658, 47.837765], ""type"": ""Point""}";Loiret;Orléans;45234;La_Source-CNRS;FR34029;Urbaine;Fond;PM10;5;5.9;µg/m3;horaire;2023-08-15T16:00:00+02:00;2023-08-15T16:59:59+02:00;1;244500468
47.9102490000001,1.873344;"{""coordinates"": [1.873344, 47.9102490000001], ""type"": ""Point""}";Loiret;Saint-Jean-de-la-Ruelle;45285;St-Jean-de-la-Ruelle;FR34067;Urbaine;Fond;PM2.5;6001;4.2;µg/m3;horaire;2023-08-15T16:00:00+02:00;2023-08-15T16:59:59+02:00;1;244500468
47.837765,1.944658;"{""coordinates"": [1.944658, 47.837765], ""type"": ""Point""}";Loiret;Orléans;45234;La_Source-CNRS;FR34029;Urbaine;Fond;PM10;5;6.0;µg/m3;horaire;2023-08-15T13:00:00+02:00;2023-08-15T13:59:59+02:00;1;244500468
47.9102490000001,1.873344;"{""coordinates"": [1.873344, 47.9102490000001], ""type"": ""Point""}";Loiret;Saint-Jean-de-la-Ruelle;45285;St-Jean-de-la-Ruelle;FR34067;Urbaine;Fond;PM2.5;6001;4.3;µg/m3;horaire;2023-08-15T14:00:00+02:00;2023-08-15T14:59:59+02:00;1;244500468
47.837765,1.944658;"{""coordinates"": [1.944658, 47.837765], ""type"": ""Point""}";Loiret;Orléans;45234;La_Source-CNRS;FR34029;Urbaine;Fond;PM10;5;6.2;µg/m3;horaire;2023-08-15T12:00:00+02:00;2023-08-15T12:59:59+02:00;1;244500468
47.9102490000001,1.873344;"{""coordinates"": [1.873344, 47.9102490000001], ""type"": ""Point""}";Loiret;Saint-Jean-de-la-Ruelle;45285;St-Jean-de-la-Ruelle;FR34067;Urbaine;Fond;PM2.5;6001;4.4;µg/m3;horaire;2023-08-15T20:00:00+02:00;2023-08-15T20:59:59+02:00;1;244500468
47.837765,1.944658;"{""coordinates"": [1.944658, 47.837765], ""type"": ""Point""}";Loiret;Orléans;45234;La_Source-CNRS;FR34029;Urbaine;Fond;PM10;5;7.0;µg/m3;horaire;2023-08-16T00:00:00+02:00;2023-08-16T00:59:59+02:00;1;244500468
47.9102490000001,1.873344;"{""coordinates"": [1.873344, 47.9102490000001], ""type"": ""Point""}";Loiret;Saint-Jean-de-la-Ruelle;45285;St-Jean-de-la-Ruelle;FR34067;Urbaine;Fond;PM2.5;6001;5.0;µg/m3;horaire;2023-08-15T21:00:00+02:00;2023-08-15T21:59:59+02:00;1;244500468
47.837765,1.944658;"{""coordinates"": [1.944658, 47.837765], ""type"": ""Point""}";Loiret;Orléans;45234;La_Source-CNRS;FR34029;Urbaine;Fond;PM10;5;7.1;µg/m3;horaire;2023-08-16T03:00:00+02:00;2023-08-16T03:59:59+02:00;1;244500468
47.9102490000001,1.873344;"{""coordinates"": [1.873344, 47.9102490000001], ""type"": ""Point""}";Loiret;Saint-Jean-de-la-Ruelle;45285;St-Jean-de-la-Ruelle;FR34067;Urbaine;Fond;PM2.5;6001;5.2;µg/m3;horaire;2023-08-16T12:00:00+02:00;2023-08-16T12:59:59+02:00;1;244500468
47.837765,1.944658;"{""coordinates"": [1.944658, 47.837765], ""type"": ""Point""}";Loiret;Orléans;45234;La_Source-CNRS;FR34029;Urbaine;Fond;PM10;5;7.8;µg/m3;horaire;2023-08-16T01:00:00+02:00;2023-08-16T01:59:59+02:00;1;244500468
47.9102490000001,1.873344;"{""coordinates"": [1.873344, 47.9102490000001], ""type"": ""Point""}";Loiret;Saint-Jean-de-la-Ruelle;45285;St-Jean-de-la-Ruelle;FR34067;Urbaine;Fond;PM2.5;6001;5.3;µg/m3;horaire;2023-08-15T00:00:00+02:00;2023-08-15T00:59:59+02:00;1;244500468
47.837765,1.944658;"{""coordinates"": [1.944658, 47.837765], ""type"": ""Point""}";Loiret;Orléans;45234;La_Source-CNRS;FR34029;Urbaine;Fond;PM10;5;8.1;µg/m3;horaire;2023-08-17T01:00:00+02:00;2023-08-17T01:59:59+02:00;1;244500468
47.9102490000001,1.873344;"{""coordinates"": [1.873344, 47.9102490000001], ""type"": ""Point""}";Loiret;Saint-Jean-de-la-Ruelle;45285;St-Jean-de-la-Ruelle;FR34067;Urbaine;Fond;PM2.5;6001;5.5;µg/m3;horaire;2023-08-15T22:00:00+02:00;2023-08-15T22:59:59+02:00;1;244500468
47.837765,1.944658;"{""coordinates"": [1.944658, 47.837765], ""type"": ""Point""}";Loiret;Orléans;45234;La_Source-CNRS;FR34029;Urbaine;Fond;PM10;5;8.2;µg/m3;horaire;2023-08-15T11:00:00+02:00;2023-08-15T11:59:59+02:00;1;244500468
47.9102490000001,1.873344;"{""coordinates"": [1.873344, 47.9102490000001], ""type"": ""Point""}";Loiret;Saint-Jean-de-la-Ruelle;45285;St-Jean-de-la-Ruelle;FR34067;Urbaine;Fond;PM2.5;6001;5.5;µg/m3;horaire;2023-08-16T19:00:00+02:00;2023-08-16T19:59:59+02:00;1;244500468
47.837765,1.944658;"{""coordinates"": [1.944658, 47.837765], ""type"": ""Point""}";Loiret;Orléans;45234;La_Source-CNRS;FR34029;Urbaine;Fond;PM10;5;8.2;µg/m3;horaire;2023-08-16T05:00:00+02:00;2023-08-16T05:59:59+02:00;1;244500468
47.9102490000001,1.873344;"{""coordinates"": [1.873344, 47.9102490000001], ""type"": ""Point""}";Loiret;Saint-Jean-de-la-Ruelle;45285;St-Jean-de-la-Ruelle;FR34067;Urbaine;Fond;PM2.5;6001;5.6;µg/m3;horaire;2023-08-16T22:00:00+02:00;2023-08-16T22:59:59+02:00;1;244500468
47.837765,1.944658;"{""coordinates"": [1.944658, 47.837765], ""type"": ""Point""}";Loiret;Orléans;45234;La_Source-CNRS;FR34029;Urbaine;Fond;PM10;5;8.6;µg/m3;horaire;2023-08-16T07:00:00+02:00;2023-08-16T07:59:59+02:00;1;244500468
47.9102490000001,1.873344;"{""coordinates"": [1.873344, 47.9102490000001], ""type"": ""Point""}";Loiret;Saint-Jean-de-la-Ruelle;45285;St-Jean-de-la-Ruelle;FR34067;Urbaine;Fond;PM2.5;6001;5.7;µg/m3;horaire;2023-08-15T23:00:00+02:00;2023-08-15T23:59:59+02:00;1;244500468
